no,time,city,brand,production_year,color,km,body_condition,engine_condition,chassis_condition,insurance_time_to_expire,gearbox,fuel_type,price
7659,3/26/2022,Isfahan,PEUGEOT PARS SAL,1400,سفید,7500,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,277000000
7660,3/26/2022,Isfahan,PEUGEOT 206 Type 5,1394,سفید,100000,خط و خش جزیی,سالم,سالم و پلمپ,9,دنده ای,gasoline,227500000
7661,3/30/2022,Isfahan,PEUGEOT 206 Type 2,1395,سفید,150000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,210000000
7662,3/5/2022,Isfahan,PEUGEOT 207i MANUAL,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,350000000
7663,3/5/2022,Isfahan,PEUGEOT 206 Type 2,1400,سفید,22,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,268000000
7664,3/26/2022,Isfahan,PEUGEOT 405 GLX GAS,1395,نقره ای,42000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,206000000
7665,3/26/2022,Isfahan,PEUGEOT 206 Type 6,1384,بژ,430000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,اتوماتیک,gasoline,125000000
7666,3/26/2022,Isfahan,PEUGEOT PARS HYBRID,1395,سفید,156000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,hybrid,262000000
7667,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1394,نقره ای,103000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,175000000
7668,3/5/2022,Isfahan,PEUGEOT PARS SAL,1386,نقره ای,111111,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,130000000
7669,3/19/2022,Isfahan,PEUGEOT PARS LX TU5,1399,سفید,37000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,315000000
7670,3/19/2022,Isfahan,PEUGEOT 206 Type 5,1397,سفید,58000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,268000000
7671,3/5/2022,Isfahan,PEUGEOT 206 Type 2,1398,سفید,23000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,235000000
7672,3/26/2022,Isfahan,PEUGEOT RD CNG,1380,عدسی,290,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,CNG,50000000
7673,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1393,دلفینی,180000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,145000000
7674,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1395,نقره ای,150000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,CNG,195000000
7675,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1398,سفید,46000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,275000000
7676,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1389,نقره ای,300000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,1,دنده ای,CNG,118000000
7677,3/12/2022,Isfahan,PEUGEOT 206 SD V8,1391,سفید,206000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,196000000
7678,3/12/2022,Isfahan,PEUGEOT PARS SADE,1386,سفید,160000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,130000000
7679,3/26/2022,Isfahan,PEUGEOT ROA GAS,1385,نوک مدادی,235000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,69000000
7680,3/19/2022,Isfahan,PEUGEOT 405 GLX CNG,1390,نقره ای,273,دوررنگ,سالم,سالم و پلمپ,7,دنده ای,CNG,128000000
7681,3/5/2022,Isfahan,PEUGEOT 405 SLX HYBRID,1395,سفید,320000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,hybrid,240000000
7682,3/12/2022,Isfahan,PEUGEOT 405 GL GAS,1378,عنابی,400000,دوررنگ,سالم,سالم و پلمپ,10,دنده ای,gasoline,60000000
7683,3/28/2022,Isfahan,PEUGEOT 405 GLX CNG,1395,نقره ای,170000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,CNG,200000000
7684,3/5/2022,Isfahan,PEUGEOT 206 SD V8,1395,سفید,111000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,240000000
7685,3/5/2022,Isfahan,PEUGEOT 405 GLX CNG,1399,زرد,100,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,CNG,210000000
7686,3/19/2022,Isfahan,PEUGEOT 206 SD V8,1395,سفید,123000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,230000000
7687,3/12/2022,Isfahan,PEUGEOT PARS SAL,1392,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,186000000
7688,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1396,سفید,15000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,240000000
7689,3/10/2022,Isfahan,PEUGEOT 206 Type 5,1394,سفید,77000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,gasoline,228500000
7690,3/12/2022,Isfahan,PEUGEOT PARS HYBRID,1393,سفید,128000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,hybrid,212000000
7691,3/5/2022,Isfahan,PEUGEOT 405 GLX GAS,1395,دلفینی,130000,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,gasoline,173000000
7692,3/5/2022,Isfahan,PEUGEOT RD CNG,1380,عدسی,50000,دوررنگ,سالم,سالم و پلمپ,4,دنده ای,CNG,35000000
7693,3/19/2022,Isfahan,PEUGEOT 207i MANUAL,1399,سفید,30000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,337000000
7694,3/28/2022,Isfahan,PEUGEOT PARS ELX,1389,مشکی,223000,دوررنگ,سالم,سالم و پلمپ,9,دنده ای,gasoline,250000000
7695,3/19/2022,Isfahan,PEUGEOT 206 SD V8,1396,سفید,100000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,6,دنده ای,gasoline,230000000
7696,3/5/2022,Isfahan,PEUGEOT 206 Type 2,1397,سفید,77000,صافکاری بی رنگ، در ۲ ناحیه,سالم,سالم و پلمپ,11,دنده ای,gasoline,212000000
7697,3/5/2022,Isfahan,PEUGEOT PARS HYBRID,1396,سفید,92000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,hybrid,268000000
7698,3/26/2022,Isfahan,PEUGEOT 206 SD V2,1387,خاکستری,236000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,10,دنده ای,gasoline,154000000
7699,3/30/2022,Isfahan,PEUGEOT PARS HYBRID,1391,خاکستری,200000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,hybrid,195000000
7700,3/5/2022,Isfahan,PEUGEOT RD CNG,1381,طوسی,100000,دوررنگ,سالم,سالم و پلمپ,11,دنده ای,CNG,40000000
7701,3/5/2022,Isfahan,PEUGEOT 206 Type 5,1397,سفید,51000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,263000000
7702,3/19/2022,Isfahan,PEUGEOT 206 Type 5,1393,سفید,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,207000000
7703,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1398,سفید,31000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,273000000
7704,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1390,نقره ای,350000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,CNG,150000000
7705,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1394,نقره ای,165000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,CNG,185000000
7706,3/12/2022,Isfahan,PEUGEOT PARS SAL,1400,سفید,5300,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,286000000
7707,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1384,نوک مدادی,33000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,gasoline,96000000
7708,3/5/2022,Isfahan,PEUGEOT 405 GLX GAS,1392,نقره ای,125000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,158000000
7709,3/19/2022,Isfahan,PEUGEOT 206 Type 5,1394,سفید,140000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,200000000
7710,3/26/2022,Isfahan,PEUGEOT 207i PANAROMA MANUAL,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,375000000
7711,3/28/2022,Isfahan,PEUGEOT 206 Type 5,1398,سفید,29000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,285000000
7712,3/5/2022,Isfahan,PEUGEOT 206 SD V8,1398,سفید,6700,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,295000000
7713,3/5/2022,Isfahan,PEUGEOT 405 SLX GAS,1398,سفید,46000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,gasoline,258500000
7714,3/19/2022,Isfahan,PEUGEOT 405 GLX CNG,1392,سفید,170000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,CNG,168000000
7715,3/19/2022,Isfahan,PEUGEOT PARS LX TU5,1393,سفید,169000,تمام رنگ,سالم,سالم و پلمپ,2,دنده ای,gasoline,205000000
7716,3/29/2022,Isfahan,PEUGEOT 405 SLX GAS,1397,سفید,60000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,258000000
7717,3/28/2022,Isfahan,PEUGEOT 405 SLX GAS,1399,سفید,19000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,290000000
7718,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1386,نقره ای,260000,تمام رنگ,سالم,سالم و پلمپ,11,دنده ای,gasoline,95000000
7719,3/26/2022,Isfahan,PEUGEOT 405 GLX CNG,1395,نقره ای,200000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,CNG,195000000
7720,3/26/2022,Isfahan,PEUGEOT RD CNG,1383,یشمی,300000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,CNG,38000000
7721,3/26/2022,Isfahan,PEUGEOT PARS LX TU5,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,336000000
7722,3/26/2022,Isfahan,PEUGEOT RD CNG,1379,طوسی,400000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,CNG,40000000
7723,3/27/2022,Isfahan,PEUGEOT 207i MANUAL,1400,مشکی,0,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,360000000
7724,3/19/2022,Isfahan,PEUGEOT 206 Type 5,1397,سفید,51000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,275000000
7725,3/28/2022,Isfahan,PEUGEOT RD CNG,1385,یشمی,37000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,CNG,55000000
7726,3/29/2022,Isfahan,PEUGEOT 405 SLX GAS,1396,سفید,139000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,235000000
7727,3/19/2022,Isfahan,PEUGEOT 405 GL CNG,1389,نقره ای,360000,صافکاری بی رنگ، در ۲ ناحیه,سالم,سالم و پلمپ,9,دنده ای,CNG,122000000
7728,3/27/2022,Isfahan,PEUGEOT 405 SLX GAS,1397,سفید,50000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,250000000
7729,3/19/2022,Isfahan,PEUGEOT 206 Type 2,1398,سفید,36000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,238000000
7730,3/12/2022,Isfahan,PEUGEOT RD GAS,1379,عدسی,250000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,35000000
7731,3/29/2022,Isfahan,PEUGEOT PARS ELX,1389,سفید,193000,دوررنگ,سالم,سالم و پلمپ,5,دنده ای,gasoline,190000000
7732,3/28/2022,Isfahan,PEUGEOT 405 GLX GAS,1393,نقره ای,155000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,170000000
7733,3/12/2022,Isfahan,PEUGEOT 207i MANUAL,1396,خاکستری,75350,خط و خش جزیی,سالم,سالم و پلمپ,9,دنده ای,gasoline,300000000
7734,3/28/2022,Isfahan,PEUGEOT 405 GLX CNG,1389,نقره ای,300000,تمام رنگ,سالم,سالم و پلمپ,11,دنده ای,CNG,125000000
7735,3/19/2022,Isfahan,PEUGEOT 206 SD V8,1398,سفید,20000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,290000000
7736,3/5/2022,Isfahan,PEUGEOT PARS LX TU5,1399,سفید,34000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,290000000
7737,3/26/2022,Isfahan,PEUGEOT 405 SLX HYBRID,1388,نقره ای,360000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,5,دنده ای,hybrid,118000000
7738,3/18/2022,Isfahan,PEUGEOT 207i MANUAL,1396,سفید,93000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,290000000
7739,3/12/2022,Isfahan,PEUGEOT RD LPG,1379,آبی,480000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,LPG,38000000
7740,3/12/2022,Isfahan,PEUGEOT PARS HYBRID,1390,سفید,400000,تمام رنگ,سالم,ضربه خورده,8,دنده ای,hybrid,144000000
7741,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1392,خاکستری,250000,رنگ شدگی در ۴ ناحیه,سالم,سالم و پلمپ,10,دنده ای,gasoline,120000000
7742,3/12/2022,Isfahan,PEUGEOT 206 Type 5,1398,سفید,77000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,gasoline,220000000
7743,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1398,خاکستری,50000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,265000000
7744,3/19/2022,Isfahan,PEUGEOT RD CNG,1384,یشمی,0,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,CNG,50000000
7745,3/19/2022,Isfahan,PEUGEOT 207i AUTOMATIC,1397,سفید,68000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,اتوماتیک,gasoline,370000000
7746,3/5/2022,Isfahan,PEUGEOT 206 Type 1,1380,سفید صدفی,400000,تمام رنگ,سالم,سالم و پلمپ,10,دنده ای,gasoline,95000000
7747,3/19/2022,Isfahan,PEUGEOT PARS SAL,1400,سفید صدفی,0,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,277000000
7748,3/19/2022,Isfahan,PEUGEOT 206 Type 5,1395,مشکی,120000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,195000000
7749,3/30/2022,Isfahan,PEUGEOT 405 GLX GAS,1393,نوک مدادی,149000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,166000000
7750,3/19/2022,Isfahan,PEUGEOT ROA GAS,1386,خاکستری,307000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,5,دنده ای,gasoline,60000000
7751,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1394,نوک مدادی,165000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,CNG,185000000
7752,3/28/2022,Isfahan,PEUGEOT PARS HYBRID,1390,سفید,270682,تمام رنگ,سالم,سالم و پلمپ,12,دنده ای,hybrid,147000000
7753,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1394,سفید,160000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,214000000
7754,3/28/2022,Isfahan,PEUGEOT RD GAS,1381,سفید,150000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,45000000
7755,3/26/2022,Isfahan,PEUGEOT 405 GLX CNG,1388,نقره ای,380000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,5,دنده ای,CNG,105000000
7756,3/12/2022,Isfahan,PEUGEOT 206 Type 2,1399,سفید,27000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,245000000
7757,3/19/2022,Isfahan,PEUGEOT 405 GLi GAS,1397,نقره ای,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,207000000
7758,4/2/2022,Isfahan,PEUGEOT 206 SD V8,1397,سفید,83000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,247000000
7759,3/12/2022,Isfahan,PEUGEOT 207i AUTOMATIC,1397,سفید,130,سالم و بی خط و خش,سالم,سالم و پلمپ,12,اتوماتیک,gasoline,400000000
7760,3/5/2022,Isfahan,PEUGEOT 405 SLX GAS,1396,سفید,63000,صافکاری بی رنگ، در ۱ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,230000000
7761,3/26/2022,Isfahan,PEUGEOT PARS SAL,1396,سفید,89,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,235000000
7762,3/12/2022,Isfahan,PEUGEOT 207i MANUAL,1399,خاکستری,25000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,327000000
7763,3/5/2022,Isfahan,PEUGEOT 405 GLX GAS,1395,دلفینی,48000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,208000000
7764,3/26/2022,Isfahan,PEUGEOT 207i PANAROMA AUTOMATIC,1400,سفید,18500,سالم و بی خط و خش,سالم,سالم و پلمپ,3,اتوماتیک,gasoline,505000000
7765,3/27/2022,Isfahan,PEUGEOT 405 GLX GAS,1396,نقره ای,63000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,210000000
7766,3/26/2022,Isfahan,PEUGEOT 405 GLi LPG,1384,بژ,300000,خط و خش جزیی,سالم,سالم و پلمپ,9,دنده ای,LPG,95000000
7767,3/27/2022,Isfahan,PEUGEOT 405 SLX GAS,1397,سفید,43000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,270000000
7768,3/12/2022,Isfahan,PEUGEOT 405 GLX GAS,1391,نقره ای,200000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,gasoline,130000000
7769,4/2/2022,Isfahan,PEUGEOT 206 SD V9,1387,خاکستری,220000,خط و خش جزیی,سالم,سالم و پلمپ,3,اتوماتیک,gasoline,150000000
7770,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1380,نوک مدادی,180000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,CNG,72000000
7771,3/26/2022,Isfahan,PEUGEOT ROA HYBRID,1386,نقرآبی,500000,خط و خش جزیی,سالم,سالم و پلمپ,1,دنده ای,hybrid,61000000
7772,3/19/2022,Isfahan,PEUGEOT 405 SLX GAS,1396,سفید,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,250000000
7773,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1396,مشکی,60000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,210000000
7774,3/26/2022,Isfahan,PEUGEOT 207i AUTOMATIC,1398,مشکی,40000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,اتوماتیک,gasoline,448000000
7775,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1389,نقره ای,227,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,CNG,140000000
7776,3/12/2022,Isfahan,PEUGEOT 405 GLX GAS,1395,خاکستری,200000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,4,دنده ای,gasoline,140000000
7777,3/19/2022,Isfahan,PEUGEOT 206 Type 5,1397,سفید,85000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,270000000
7778,3/19/2022,Isfahan,PEUGEOT PARS HYBRID,1387,نقره ای,400000,خط و خش جزیی,سالم,سالم و پلمپ,2,دنده ای,hybrid,136000000
7779,3/27/2022,Isfahan,PEUGEOT PARS SADE,1386,دلفینی,280000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,129000000
7780,2/19/2022,Isfahan,PEUGEOT 206 Type 5,1398,سفید,37000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,290000000
7781,3/19/2022,Isfahan,PEUGEOT 206 Type 2,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,270000000
7782,3/26/2022,Isfahan,PEUGEOT 405 SLX GAS,1397,سفید,101000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,249000000
7783,3/16/2022,Isfahan,PEUGEOT 206 Type 2,1396,سفید,95500,خط و خش جزیی,سالم,سالم و پلمپ,3,دنده ای,gasoline,215000000
7784,3/30/2022,Isfahan,PEUGEOT RD CNG,1384,یشمی,400000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,CNG,57000000
7785,3/5/2022,Isfahan,PEUGEOT 206 Type 2,1388,سفید,133000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,149000000
7786,3/12/2022,Isfahan,PEUGEOT 206 SD V8,1399,سفید,20000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,295000000
7787,3/5/2022,Isfahan,PEUGEOT 206 Type 5,1393,سفید,114000,خط و خش جزیی,سالم,سالم و پلمپ,1,دنده ای,gasoline,215000000
7788,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1393,نوک مدادی,230000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,6,دنده ای,CNG,162000000
7789,3/12/2022,Isfahan,PEUGEOT ROA GAS,1387,نقره ای,180000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,10,دنده ای,gasoline,69000000
7790,3/19/2022,Isfahan,PEUGEOT 206 SD V8,1399,نوک مدادی,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,312000000
7791,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1398,نقره ای,10600,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,247000000
7792,3/19/2022,Isfahan,PEUGEOT ROA HYBRID,1387,نوک مدادی,260000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,hybrid,53000000
7793,3/19/2022,Isfahan,PEUGEOT 207i MANUAL,1399,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,350000000
7794,3/12/2022,Isfahan,PEUGEOT RD GAS,1382,یشمی,183000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,gasoline,39000000
7795,3/19/2022,Isfahan,PEUGEOT PARS AUTOMATIC TU5,1390,سفید,180000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,اتوماتیک,gasoline,245000000
7796,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1399,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,292000000
7797,3/12/2022,Isfahan,PEUGEOT 206 SD V9,1389,نوک مدادی,110000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,اتوماتیک,gasoline,205000000
7798,3/26/2022,Isfahan,PEUGEOT 405 GLX GAS,1382,زرشکی,250000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,gasoline,65000000
7799,3/26/2022,Isfahan,PEUGEOT PARS LX TU5,1396,سفید,97000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,280000000
7800,3/12/2022,Isfahan,PEUGEOT 206 SD V9,1390,نقره ای,190000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,7,اتوماتیک,gasoline,185000000
7801,3/26/2022,Isfahan,PEUGEOT PARS LX TU5,1395,سفید,130000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,265000000
7802,3/19/2022,Isfahan,PEUGEOT 207i AUTOMATIC,1397,مشکی,75000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,410000000
7803,3/12/2022,Isfahan,PEUGEOT 405 GLX CNG,1393,نوک مدادی,118000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,CNG,175000000
7804,3/28/2022,Isfahan,PEUGEOT 405 GLX CNG,1388,نقره ای,400000,رنگ شدگی در ۲ ناحیه,تعویض شده,سالم و پلمپ,9,دنده ای,CNG,114000000
7805,3/5/2022,Isfahan,PEUGEOT ROA HYBRID,1387,نوک مدادی,0,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,hybrid,70000000
7806,3/19/2022,Isfahan,PEUGEOT 206 SD V8,1396,سفید,13000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,285000000
7807,3/12/2022,Isfahan,PEUGEOT PARS HYBRID,1396,سفید,135000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,7,دنده ای,hybrid,220000000
7808,3/5/2022,Isfahan,PEUGEOT 206 Type 5,1393,سفید,103143,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,210000000
7809,3/12/2022,Isfahan,PEUGEOT PARS SAL,1400,سفید,4500,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,274500000
7810,3/30/2022,Isfahan,PEUGEOT 206 Type 2,1395,سفید,90000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,205000000
7811,3/19/2022,Isfahan,PEUGEOT 405 GLX GAS,1387,نقره ای,150000,دوررنگ,نیاز به تعمیر,سالم و پلمپ,11,دنده ای,gasoline,85000000
7812,3/19/2022,Isfahan,PEUGEOT 206 Type 2,1382,نقره ای,300000,دوررنگ,سالم,سالم و پلمپ,6,دنده ای,gasoline,85000000
7813,3/5/2022,Isfahan,PEUGEOT PARS LX TU5,1399,خاکستری,40,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,306000000
7814,3/26/2022,Isfahan,PEUGEOT RD CNG,1385,سبز,200000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,CNG,48000000
7815,3/5/2022,Isfahan,PEUGEOT 405 GLX TU5 GAS,1398,سفید,27700,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,285000000
7816,3/12/2022,Isfahan,PEUGEOT PARS HYBRID,1396,سفید,42000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,hybrid,268000000
7817,3/28/2022,Isfahan,PEUGEOT PARS LX TU5,1399,سفید,40000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,305000000
7818,3/19/2022,Isfahan,PEUGEOT 206 SD V8,1393,سفید,142000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,gasoline,215000000
7819,3/12/2022,Isfahan,PEUGEOT 405 SLX GAS,1397,سفید,70000,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,gasoline,248000000
